 
1 0
1.818952e-03 8.845619e-03
8.845619e-03 4.310861e-02
 
1 2
1.817487e-03 8.854918e-03
8.854918e-03 4.304958e-02
 
1 3
3.615260e-04 2.892509e-03
2.892509e-03 1.992569e-02
 
1 4
5.365385e-05 5.598138e-04
5.598138e-04 5.769335e-03
 
1 5
-3.784532e-05 -2.955973e-04
-2.955973e-04 -1.815385e-03
 
1 6
-5.676400e-05 -5.353740e-04
-5.353740e-04 -4.331682e-03
 
1 7
-1.092275e-04 -8.296531e-04
-8.296531e-04 -5.720073e-03
 
1 8
-2.052381e-04 -1.260849e-03
-1.260849e-03 -7.517873e-03
 
1 9
-1.744619e-04 -1.261458e-03
-1.261458e-03 -9.391920e-03
 
1 10
-1.145985e-04 -1.284434e-03
-1.284434e-03 -1.152066e-02
 
1 14
3.954265e-05 1.304470e-04
1.304470e-04 -3.185936e-03
 
1 15
3.337569e-05 7.642093e-05
7.642093e-05 -5.641107e-03
 
1 16
1.309982e-05 1.625827e-04
1.625827e-04 -6.026538e-03
 
1 17
1.595497e-05 -4.642732e-04
-4.642732e-04 -4.492673e-03
 
1 18
-1.595027e-04 -7.163856e-04
-7.163856e-04 -3.217392e-03
 
1 19
-1.299658e-04 -2.155155e-04
-2.155155e-04 6.566902e-04
 
1 20
6.089569e-05 -7.049195e-05
-7.049195e-05 8.158092e-05
 
1 21
5.990528e-05 -4.332438e-05
-4.332438e-05 2.024653e-05
 
1 22
5.004110e-05 -1.176157e-05
-1.176157e-05 1.539825e-06
 
 
2 0
1.683322e-03 8.527560e-04
8.527560e-04 5.027627e-04
 
2 2
1.634917e-03 9.104061e-04
9.104061e-04 4.341016e-04
 
2 3
2.727546e-04 7.409103e-05
7.409103e-05 -2.464043e-04
 
2 4
-2.674065e-04 -6.560415e-04
-6.560415e-04 -1.467139e-03
 
2 5
-1.533372e-05 -2.997655e-04
-2.997655e-04 -1.092377e-03
 
2 6
1.286230e-04 2.031864e-05
2.031864e-05 -6.636109e-04
 
2 7
-8.146700e-06 1.498707e-04
1.498707e-04 -9.732159e-05
 
2 8
5.118981e-07 -1.953088e-05
-1.953088e-05 6.806923e-04
 
2 9
2.516230e-06 -5.625645e-05
-5.625645e-05 7.206644e-04
 
2 10
1.232798e-05 -8.982539e-05
-8.982539e-05 6.286592e-04
 
2 14
-2.282395e-05 -1.264251e-05
-1.264251e-05 2.185000e-03
 
2 15
-2.830721e-05 -1.447530e-04
-1.447530e-04 2.757208e-04
 
2 16
-6.128230e-06 -6.011268e-05
-6.011268e-05 1.698496e-05
 
2 17
6.230326e-05 5.792787e-05
5.792787e-05 3.466567e-04
 
2 18
-2.015997e-04 -3.237223e-04
-3.237223e-04 1.154525e-05
 
2 19
-1.108436e-04 -1.123792e-04
-1.123792e-04 4.465351e-04
 
2 20
-5.394895e-05 -4.081170e-05
-4.081170e-05 3.369075e-04
 
2 21
5.896626e-05 8.026239e-05
8.026239e-05 3.494785e-04
 
2 22
-3.475165e-05 8.439072e-05
8.439072e-05 3.134786e-04
 
 
3 0
7.529561e-05 -1.364122e-04
-1.364122e-04 2.124457e-03
 
3 2
2.576584e-05 -3.999525e-04
-3.999525e-04 7.221984e-04
 
3 3
-1.223731e-05 -3.337304e-04
-3.337304e-04 3.226083e-04
 
3 4
-3.034783e-05 -2.973581e-04
-2.973581e-04 -1.341198e-04
 
3 5
-3.350449e-05 8.999139e-06
8.999139e-06 1.009842e-04
 
3 6
8.716027e-05 2.544805e-04
2.544805e-04 2.678179e-04
 
3 7
1.435647e-04 3.030571e-04
3.030571e-04 -1.232295e-03
 
3 8
2.227355e-04 4.370684e-04
4.370684e-04 -4.876247e-03
 
3 9
8.163967e-05 6.126572e-05
6.126572e-05 -3.481144e-03
 
3 10
-1.169956e-04 -5.110877e-04
-5.110877e-04 -1.252753e-03
 
3 14
2.661312e-05 -2.975647e-04
-2.975647e-04 -3.338485e-03
 
3 15
1.613687e-05 -1.620330e-04
-1.620330e-04 -1.518659e-03
 
3 16
8.304893e-06 -5.688735e-05
-5.688735e-05 -5.348597e-04
 
3 17
-3.290012e-05 5.793296e-05
5.793296e-05 6.020782e-04
 
3 18
6.537430e-05 -1.313199e-04
-1.313199e-04 -3.212696e-04
 
3 19
-4.090416e-05 7.799034e-05
7.799034e-05 5.461327e-04
 
3 20
-1.366064e-04 1.067484e-04
1.067484e-04 8.295043e-04
 
3 21
-1.660875e-05 1.984023e-04
1.984023e-04 1.165269e-04
 
3 22
1.543431e-04 5.089880e-05
5.089880e-05 1.583213e-05
 
 
4 0
2.187076e-05 -5.288020e-04
-5.288020e-04 1.280373e-02
 
4 2
2.106958e-05 -5.040962e-04
-5.040962e-04 1.204187e-02
 
4 3
-2.675225e-05 1.509735e-04
1.509735e-04 6.367428e-03
 
4 4
-1.927973e-04 -2.116395e-04
-2.116395e-04 2.159942e-03
 
4 5
-3.275955e-05 -2.229169e-04
-2.229169e-04 3.255721e-04
 
4 6
1.688417e-06 -4.135914e-05
-4.135914e-05 -1.167620e-03
 
4 7
-7.483675e-05 -5.619241e-04
-5.619241e-04 -2.518420e-03
 
4 8
-1.339041e-04 -2.805601e-04
-2.805601e-04 -5.133079e-04
 
4 9
-1.423519e-05 5.635552e-05
5.635552e-05 5.368502e-04
 
4 10
-1.210260e-06 3.047231e-05
3.047231e-05 6.845099e-04
 
4 14
5.716590e-05 1.073413e-03
1.073413e-03 5.354766e-03
 
4 15
1.337382e-05 1.864765e-05
1.864765e-05 3.599561e-04
 
4 16
-2.214442e-06 -1.438004e-06
-1.438004e-06 2.405319e-05
 
4 17
3.124062e-05 3.185155e-05
3.185155e-05 2.710107e-04
 
4 18
-3.470433e-04 6.011069e-04
6.011069e-04 2.998652e-03
 
4 19
-1.689595e-04 -4.114420e-05
-4.114420e-05 -8.761786e-04
 
4 20
-5.511838e-05 5.670362e-05
5.670362e-05 2.188454e-04
 
4 21
-1.059840e-04 1.001327e-04
1.001327e-04 1.096067e-04
 
4 22
-1.796182e-04 5.325120e-05
5.325120e-05 4.971304e-05
 
 
5 0
1.194483e-04 -3.356183e-04
-3.356183e-04 9.567219e-04
 
5 2
1.117841e-04 -2.998150e-04
-2.998150e-04 7.894677e-04
 
5 3
2.254971e-05 -3.546794e-04
-3.546794e-04 1.852776e-03
 
5 4
4.228620e-06 -1.129853e-04
-1.129853e-04 2.788080e-03
 
5 5
-1.843657e-05 2.604938e-04
2.604938e-04 1.335829e-03
 
5 6
5.806776e-05 1.342644e-04
1.342644e-04 3.100927e-04
 
5 7
-5.923696e-05 -2.275954e-04
-2.275954e-04 -7.287553e-04
 
5 8
-1.806568e-04 -5.838250e-05
-5.838250e-05 1.065270e-03
 
5 9
8.180904e-05 1.665929e-04
1.665929e-04 2.570372e-03
 
5 10
9.444617e-05 9.352086e-04
9.352086e-04 6.175318e-03
 
5 14
1.571248e-04 1.077470e-03
1.077470e-03 5.155453e-03
 
5 15
2.879895e-04 1.352923e-03
1.352923e-03 6.778513e-03
 
5 16
2.834774e-04 1.602194e-03
1.602194e-03 8.871227e-03
 
5 17
1.912588e-04 7.792491e-04
7.792491e-04 3.316197e-03
 
5 18
8.088223e-05 4.291352e-04
4.291352e-04 1.113910e-03
 
5 19
3.259919e-05 -1.966254e-05
-1.966254e-05 -3.755399e-04
 
5 20
-6.851099e-05 -1.956369e-04
-1.956369e-04 -5.585724e-04
 
5 21
-2.366839e-05 -6.013735e-05
-6.013735e-05 -1.564734e-04
 
5 22
3.894976e-05 -3.065486e-05
-3.065486e-05 -4.060954e-05
 
 
6 0
2.326122e-04 1.859892e-03
1.859892e-03 1.535829e-02
 
6 2
2.029400e-04 1.787166e-03
1.787166e-03 1.518004e-02
 
6 3
-6.326870e-05 1.716663e-04
1.716663e-04 6.258536e-03
 
6 4
-8.488493e-06 -1.143314e-04
-1.143314e-04 2.385298e-03
 
6 5
4.623958e-05 -3.560478e-05
-3.560478e-05 1.660381e-03
 
6 6
-1.040170e-04 -5.144403e-04
-5.144403e-04 -3.999911e-04
 
6 7
-5.622204e-06 1.498053e-04
1.498053e-04 -4.649111e-04
 
6 8
2.355123e-04 4.543688e-04
4.543688e-04 -4.580444e-04
 
6 9
3.165751e-05 3.128531e-04
3.128531e-04 6.975377e-04
 
6 10
-2.258256e-05 5.423717e-05
5.423717e-05 5.977501e-04
 
6 14
-2.576317e-04 -3.968690e-06
-3.968690e-06 3.768127e-04
 
6 15
-1.355543e-04 7.789628e-05
7.789628e-05 9.059184e-05
 
6 16
-6.513628e-05 9.727559e-05
9.727559e-05 -1.447053e-04
 
6 17
1.634442e-05 1.165660e-04
1.165660e-04 -3.749050e-04
 
6 18
1.826450e-05 -3.617723e-05
-3.617723e-05 -9.563620e-04
 
6 19
1.673901e-05 1.074209e-04
1.074209e-04 5.867786e-04
 
6 20
-1.958586e-05 -7.589509e-05
-7.589509e-05 -2.928537e-04
 
6 21
-8.168737e-05 -1.867341e-04
-1.867341e-04 -2.306028e-04
 
6 22
-3.264846e-04 -2.337343e-04
-2.337343e-04 -1.591221e-04
 
 
7 0
4.920211e-04 4.980064e-03
4.980064e-03 5.450741e-02
 
7 2
3.748106e-04 4.713941e-03
4.713941e-03 5.390318e-02
 
7 3
3.107171e-04 3.092619e-03
3.092619e-03 2.950903e-02
 
7 4
1.822520e-04 1.570950e-03
1.570950e-03 1.318174e-02
 
7 5
1.757868e-04 1.360176e-03
1.360176e-03 1.146962e-02
 
7 6
1.571133e-04 1.320921e-03
1.320921e-03 8.166095e-03
 
7 7
-1.753848e-05 1.141125e-04
1.141125e-04 3.538012e-03
 
7 8
-2.224063e-05 -2.500459e-04
-2.500459e-04 -2.262886e-03
 
7 9
-1.132198e-05 -3.167488e-04
-3.167488e-04 -4.720332e-03
 
7 10
2.463049e-05 -7.883353e-05
-7.883353e-05 -5.973136e-03
 
7 14
-2.795444e-04 -1.066405e-03
-1.066405e-03 -4.064718e-03
 
7 15
6.305685e-05 -1.410862e-04
-1.410862e-04 -1.982141e-03
 
7 16
-1.081009e-05 1.182035e-04
1.182035e-04 -9.644130e-04
 
7 17
2.003958e-05 1.247149e-05
1.247149e-05 -7.180616e-04
 
7 18
1.214345e-05 4.172925e-07
4.172925e-07 -3.077373e-04
 
7 19
5.951499e-06 1.298975e-05
1.298975e-05 -1.333984e-04
 
7 20
-5.077213e-05 3.876980e-06
3.876980e-06 8.148774e-04
 
7 21
-7.949690e-05 -2.791194e-05
-2.791194e-05 1.975953e-04
 
7 22
-1.244730e-04 -9.695220e-05
-9.695220e-05 -2.989606e-05
 
 
8 0
9.564466e-04 4.365365e-03
4.365365e-03 2.117304e-02
 
8 2
7.854035e-04 4.208412e-03
4.208412e-03 2.102901e-02
 
8 3
1.523026e-04 1.285595e-03
1.285595e-03 8.054774e-03
 
8 4
9.798962e-06 3.547415e-04
3.547415e-04 3.069293e-03
 
8 5
1.014470e-04 2.990084e-04
2.990084e-04 2.128612e-03
 
8 6
-1.216976e-04 6.073407e-05
6.073407e-05 1.346026e-03
 
8 7
3.208877e-05 1.598428e-04
1.598428e-04 -2.537817e-05
 
8 8
4.115940e-06 -4.651223e-05
-4.651223e-05 -3.381521e-04
 
8 9
3.197342e-05 8.014055e-05
8.014055e-05 2.297985e-04
 
8 10
-2.017729e-05 -6.949658e-05
-6.949658e-05 -1.495173e-04
 
8 14
-6.046996e-05 2.490478e-04
2.490478e-04 4.061008e-04
 
8 15
1.121008e-04 2.150141e-04
2.150141e-04 1.843806e-04
 
8 16
3.478812e-05 2.796888e-05
2.796888e-05 -8.431032e-05
 
8 17
-1.345219e-04 -2.543061e-04
-2.543061e-04 -5.478108e-04
 
8 18
2.567103e-05 -2.236795e-04
-2.236795e-04 -7.415999e-04
 
8 19
-1.889587e-05 -1.116751e-04
-1.116751e-04 -1.134238e-04
 
8 20
1.169147e-05 1.477530e-04
1.477530e-04 8.037826e-04
 
8 21
1.574301e-04 2.994600e-04
2.994600e-04 -3.046852e-05
 
8 22
5.388618e-05 -4.226425e-04
-4.226425e-04 -6.100210e-04
 
 
9 0
2.442890e-03 1.350234e-02
1.350234e-02 7.672727e-02
 
9 2
2.423525e-03 1.311089e-02
1.311089e-02 6.881394e-02
 
9 3
2.188540e-04 1.808010e-03
1.808010e-03 1.258340e-02
 
9 4
-2.018410e-04 -1.103142e-03
-1.103142e-03 -4.643167e-03
 
9 5
8.388012e-06 -4.414124e-04
-4.414124e-04 -7.311235e-03
 
9 6
9.497738e-06 -9.117823e-05
-9.117823e-05 -3.574662e-03
 
